59.3,0.077,163,30871.89873
59,0.079,144.3,32700.75949
59.53,0.076,120.6,35793.41772
60.83,0.077,94,38321.01266
61.87,0.086,28.08,39129.11392
63.27,0.08,18.29,39560.50633
63.94,0.078,7.02,39517.97468
64.87,0.078,2.763,39596.96203
66.11,0.076,0.89,39469.36709
66.74,0.076,0.197,39682.02532
66.71,0.076,0.089,39888.60759
68.35,0.077,0.085,39991.89873
70.2,0.078,0.096,40210.63291
70.7,0.079,0.126,40216.70886
70.7,0.077,0.126,40435.44304
70.6,0.078,0.074,40514.43038
70.7,0.076,0.093,40544.81013
71.2,0.076,0.085,40283.5443
71.1,0.078,0.104,40216.70886
69.82,0.077,0.108,40477.97468
69.98,0.076,0.093,40611.64557
71.2,0.078,0.119,40435.44304
72,0.078,0.078,40204.55696
72,0.075,0.07,39584.81013
72.2,0.075,0.119,39274.93671
73.1,0.077,0.085,39141.26582
70.1,0.077,0.089,38643.03797
68.78,0.074,0.093,38011.13924
68.78,0.074,0.122,37622.27848
65.44,0.074,0.141,36953.92405
63.84,0.074,0.093,36394.93671
63.97,0.075,0.093,35289.11392
66.77,0.072,0.141,34438.48101
68.04,0.074,0.115,33678.98734
69.18,0.077,0.119,33077.46835
69.94,0.074,0.082,32117.46835
70.7,0.076,0.078,31357.97468
70.8,0.075,0.134,30701.77215
74.7,0.075,0.1,29681.01266
74.8,0.074,0.082,28830.37975
74.1,0.076,0.122,27748.86076
75.8,0.076,0.163,26703.79747
77.3,0.078,0.108,26169.11392
78.2,0.078,0.13,25622.27848
79.2,0.076,0.134,24972.1519
79.3,0.079,0.152,24437.46835
78.4,0.073,0.156,23914.93671
78.1,0.074,0.108,23629.36709
77.9,0.073,0.145,23118.98734
77.5,0.081,0.178,22736.20253
78.9,0.076,0.145,22049.62025
79.8,0.078,0.126,21855.18987
81.3,0.075,0.13,21685.06329
80,0.076,0.159,21533.16456
77.3,0.077,0.13,21107.8481
75.6,0.077,0.156,20986.32911
75,0.081,0.156,20725.06329
75.2,0.077,0.137,20889.11392
77.4,0.079,0.148,20433.41772
77.7,0.079,0.159,20372.65823
78.6,0.075,0.137,20135.6962
79.5,0.078,0.145,20129.62025
79.4,0.079,0.156,20117.46835
79.8,0.076,0.145,20087.08861
80.6,0.078,0.119,19740.75949
81.7,0.079,0.159,19831.89873
82.3,0.074,0.126,19989.87342
81.4,0.078,0.134,20166.07595
81.5,0.074,0.119,20214.68354
81.9,0.075,0.122,20141.77215
82.8,0.077,0.178,20056.70886
83.8,0.08,0.163,20257.21519
83,0.078,0.115,20500.25316
82.8,0.081,0.126,20712.91139
83.7,0.078,0.174,20810.12658
83.9,0.072,0.182,21041.01266
84.1,0.073,0.134,21709.36709
84.5,0.075,0.134,22742.27848
84.1,0.075,0.145,22948.86076
84.4,0.077,0.122,23258.73418
84.6,0.076,0.141,23471.39241
84.7,0.077,0.145,23653.67089
85.6,0.076,0.141,23769.11392
85.8,0.078,0.163,23380.25316
86.2,0.076,0.152,23033.92405
85.4,0.072,0.111,22803.03797
84.4,0.077,0.122,23082.53165
83.9,0.079,0.13,22803.03797
83.7,0.082,0.137,22268.35443
83.2,0.084,0.223,22742.27848
82.5,0.083,0.89,23526.07595
83.4,0.083,2.867,24340.25316
83.9,0.081,6.472,24881.01266
85.1,0.081,11.56,25190.88608
85.4,0.079,19.49,25531.13924
85.9,0.08,24.49,25980.75949
86.7,0.079,27.88,23495.6962
86.7,0.082,30.43,23629.36709
86.9,0.079,33.24,24006.07595
87,0.079,35.2,24771.64557
83.5,0.08,36.92,25148.35443
81.7,0.08,39.07,25518.98734
78,0.075,40.01,25695.18987
74.8,0.076,40.59,26351.39241
72.7,0.075,42.31,26667.34177
70.2,0.077,43.74,26794.93671
69.22,0.077,43.39,27281.01266
64.11,0.077,41.43,27645.56962
58.46,0.077,41.13,27773.16456
57.23,0.076,40.66,27894.68354
55.83,0.076,41.23,28532.65823
56.49,0.075,41.84,28818.22785
55.93,0.076,41.83,28684.55696
55.69,0.077,41.73,28939.74684
57.2,0.078,42.38,29152.40506
57.86,0.074,43.43,29674.93671
58.33,0.076,43.25,29826.83544
58.8,0.076,44.1,29905.82278
60.87,0.075,44.53,29990.88608
60.53,0.076,44.09,29966.58228
60.2,0.077,44.43,29881.51899
59.83,0.076,44.29,29760
59.16,0.076,43.72,29292.1519
58.13,0.076,43.82,29140.25316
58,0.077,43.68,28872.91139
56.03,0.075,42.8,28672.40506
55.73,0.075,42.58,28502.27848
56.29,0.077,42.83,28684.55696
55.99,0.074,41.88,28617.72152
56.53,0.076,42.14,28635.94937
55.35,0.077,41.5,28556.96203
55.76,0.077,40.61,28721.01266
57.03,0.077,42.48,28696.70886
57.19,0.075,45.96,29049.11392
57.86,0.075,57.35,29255.6962
57.72,0.075,79.5,29012.65823
58.02,0.074,121.3,29091.64557
58.59,0.077,184,29030.88608
59.76,0.077,238,29267.8481
61.12,0.075,253.4,29480.50633
61.63,0.075,248.1,30161.01266
61.72,0.075,227.3,31011.64557
61.76,0.077,200.6,31029.87342
59.95,0.076,175,32390.88608
61.92,0.076,148.2,33685.06329
62.32,0.076,123.7,35659.74684
61.82,0.079,98.6,38187.34177
61.79,0.078,75.3,40648.10127
62.05,0.079,25.24,41565.56962
64.02,0.074,11.2,41644.55696
64.55,0.077,6.524,41814.68354
65.55,0.076,3.089,41766.07595
65.79,0.081,0.946,41753.92405
66.72,0.074,0.189,41808.60759
67.52,0.074,0.119,41699.24051
68.59,0.075,0.1,41280
69.46,0.074,0.093,41583.79747
69.9,0.076,0.104,41851.13924
69.86,0.076,0.108,41608.10127
69.86,0.076,0.078,41395.44304
70.5,0.076,0.122,41273.92405
68.89,0.073,0.096,40939.74684
68.12,0.077,0.074,41249.62025
68.52,0.075,0.093,41316.4557
69.03,0.075,0.093,41182.78481
68.72,0.076,0.108,41061.26582
68.59,0.075,0.122,40830.37975
66.99,0.074,0.078,40830.37975
66.99,0.075,0.067,40356.4557
66.42,0.078,0.093,39797.46835
66.62,0.074,0.085,39116.96203
67.29,0.076,0.111,38564.05063
67.46,0.075,0.119,38102.27848
67.76,0.074,0.093,37792.40506
67.96,0.075,0.134,37117.97468
68.52,0.074,0.148,36218.73418
68.62,0.075,0.063,35191.89873
69.33,0.075,0.152,34754.43038
69.86,0.075,0.1,33909.87342
70.1,0.075,0.1,32785.82278
70.4,0.071,0.152,31916.96203
71.5,0.077,0.1,30252.1519
72.9,0.077,0.111,29346.83544
72.8,0.077,0.122,28593.41772
72.6,0.072,0.152,27779.24051
74,0.076,0.093,26661.26582
74,0.072,0.141,26150.88608
74.1,0.074,0.119,25433.92405
76.8,0.077,0.145,24947.8481
77.7,0.074,0.115,24540.75949
76.6,0.076,0.23,23884.55696
75.1,0.074,0.145,23422.78481
71,0.078,0.148,23222.27848
71.4,0.077,0.159,22766.58228
71.5,0.075,0.156,22365.56962
73.4,0.079,0.152,22098.22785
73,0.076,0.148,21946.32911
73.6,0.081,0.134,21691.13924
73.8,0.077,0.159,21575.6962
74.5,0.073,0.13,21502.78481
75,0.078,0.119,21332.65823
75.5,0.076,0.163,21059.24051
70.9,0.076,0.174,21065.31646
71.8,0.078,0.156,20980.25316
73.2,0.076,0.152,20931.64557
73.8,0.072,0.178,20658.22785
74.7,0.077,0.134,20226.83544
74.9,0.077,0.137,20220.75949
75.2,0.077,0.182,20330.12658
75.1,0.083,0.156,20202.53165
75.5,0.084,0.156,19989.87342
76.1,0.077,0.156,19989.87342
75.1,0.081,0.137,20087.08861
77.8,0.076,0.148,20129.62025
78.5,0.076,0.148,20299.74684
78.6,0.077,0.189,20390.88608
80.3,0.081,0.152,20500.25316
80.3,0.08,0.141,20755.44304
81.6,0.078,0.074,20986.32911
80,0.076,0.171,21454.17722
77.9,0.077,0.174,22122.53165
77.5,0.079,0.122,22954.93671
76.7,0.073,0.159,23605.06329
76.8,0.075,0.145,24255.18987
77.3,0.082,0.163,24656.20253
77.5,0.082,0.111,24552.91139
80.2,0.078,0.148,24607.59494
80.8,0.08,0.193,24534.68354
81.6,0.077,0.145,24662.27848
81.5,0.076,0.171,24534.68354
81.6,0.08,0.145,24151.89873
81.5,0.08,0.167,23811.64557
81.8,0.079,0.122,23532.1519
82.7,0.082,0.223,23884.55696
83.1,0.083,0.849,24522.53165
83.7,0.078,2.815,24874.93671
84.9,0.081,6.119,25251.64557
84.9,0.079,11.68,25871.39241
85.7,0.082,20.54,26466.83544
85.3,0.082,27.42,27135.18987
85.5,0.083,33.31,27997.97468
85,0.084,38.03,28107.34177
84.1,0.081,40,28417.21519
84.5,0.082,41.16,29085.56962
85.9,0.085,40.65,29383.29114
83.3,0.079,41.27,30057.72152
77.5,0.084,42.92,30756.4557
74.4,0.078,43.12,30932.65823
73.2,0.079,43.18,31272.91139
72.2,0.084,43.25,31844.05063
72.3,0.081,43.08,32281.51899
69.24,0.084,43.97,32749.36709
67.1,0.078,44.96,32974.17722
66.57,0.08,45.17,33004.55696
65.1,0.083,44.82,33217.21519
64.4,0.079,44.18,33332.65823
64.23,0.077,45.02,33113.92405
64.43,0.074,44.71,33168.60759
63.6,0.074,45.04,33751.89873
64.77,0.075,44.71,34019.24051
65.33,0.076,45.15,34116.4557
64.2,0.074,44.76,34468.86076
63.13,0.073,44.76,34468.86076
62.93,0.073,44.55,34341.26582
62.9,0.074,44.78,33964.55696
62.83,0.074,44.84,33502.78481
62.7,0.077,44.76,33302.27848
63.4,0.076,44.94,33356.96203
63.46,0.075,45.25,33271.89873
63.7,0.073,45.01,32627.8481
63.76,0.075,44.23,32694.68354
64.16,0.073,44.07,32366.58228
64.19,0.074,43.33,32269.36709
64.1,0.074,43.09,32293.67089
65.23,0.075,43.03,32208.60759
64.86,0.075,43.02,32251.13924
64.1,0.075,45.37,32567.08861
64.86,0.076,53.46,32366.58228
64.93,0.074,72.7,32336.20253
65.3,0.075,104.5,32257.21519
65.83,0.075,155.7,31983.79747
66.4,0.075,215.7,31777.21519
66.83,0.071,256.6,31874.43038
67.66,0.076,257.7,31740.75949
67.73,0.075,240.7,32196.4557
67.66,0.076,218.7,32263.29114
66.19,0.077,193.2,32688.60759
64.99,0.075,166.5,33241.51899
65.45,0.073,142.4,34669.36709
65.55,0.077,121.2,36200.50633
65.82,0.075,98.6,39062.27848
67.22,0.073,75.3,41486.58228
68.26,0.077,31.14,42312.91139
69.56,0.075,11.93,42495.18987
70.9,0.076,6.887,42750.37975
72.1,0.076,3.349,42871.89873
73,0.074,1.087,42993.41772
73.7,0.075,0.189,42823.29114
77.3,0.076,0.115,42677.46835
78.2,0.074,0.111,42434.43038
79,0.078,0.093,42671.39241
80,0.075,0.111,42720
80.5,0.074,0.115,42689.62025
81.2,0.076,0.085,42476.96203
81.3,0.079,0.074,42288.60759
81.5,0.077,0.093,41960.50633
81.5,0.078,0.089,42416.20253
83.1,0.074,0.067,42519.49367
82.9,0.075,0.1,42318.98734
83.9,0.076,0.108,42221.77215
84.2,0.075,0.096,42033.41772
83.4,0.074,0.082,41571.64557
83.5,0.073,0.111,40970.12658
83.7,0.076,0.067,40490.12658
83.9,0.074,0.1,39870.37975
84,0.073,0.085,39347.8481
83.8,0.073,0.078,38916.4557
83.8,0.073,0.089,37962.53165
83.9,0.072,0.108,37300.25316
84,0.072,0.093,36565.06329
83.6,0.073,0.059,35750.88608
83.9,0.075,0.104,34535.6962
84,0.076,0.115,33654.68354
84.3,0.075,0.104,32457.72152
85,0.075,0.078,31686.07595
84.4,0.074,0.104,30847.59494
84.5,0.077,0.159,30063.79747
84.7,0.076,0.059,29298.22785
84.7,0.073,0.059,28550.88608
83.7,0.077,0.104,27657.72152
83.5,0.073,0.111,27153.41772
82.8,0.076,0.126,26442.53165
82.3,0.075,0.082,26053.67089
82,0.078,0.108,25525.06329
82.7,0.075,0.111,24795.94937
82.4,0.074,0.1,23975.6962
82.3,0.074,0.093,23562.53165
82.2,0.076,0.074,23179.74684
82.2,0.075,0.082,23076.4557
81.4,0.076,0.093,22918.48101
80.7,0.076,0.089,22772.65823
81.2,0.075,0.119,22450.63291
81.2,0.075,0.115,22237.97468
81.8,0.074,0.119,22086.07595
81.8,0.078,0.111,21751.89873
81.8,0.077,0.1,21770.12658
81.6,0.077,0.13,21745.82278
81.2,0.074,0.07,21569.62025
81.2,0.074,0.13,21393.41772
80.5,0.073,0.134,21229.36709
80.4,0.076,0.115,21113.92405
81.1,0.076,0.126,21363.03797
81,0.082,0.111,21308.35443
81.3,0.091,0.122,21120
82.5,0.086,0.108,21053.16456
83.5,0.086,0.082,20378.73418
84.1,0.087,0.108,19479.49367
84.9,0.083,0.085,19746.83544
85.9,0.083,0.111,19661.77215
86.3,0.085,0.1,19746.83544
86.7,0.085,0.119,20087.08861
86.7,0.087,0.148,21533.16456
86.8,0.085,0.119,21818.73418
86.9,0.084,0.104,22049.62025
87.1,0.085,0.137,22869.87342
86.9,0.084,0.122,23696.20253
86.9,0.086,0.085,23878.48101
87.1,0.087,0.134,24309.87342
87.1,0.083,0.148,24346.32911
87.7,0.082,0.122,24716.96203
88.3,0.09,0.13,24716.96203
87.7,0.087,0.122,24972.1519
87.8,0.087,0.111,24911.39241
87.7,0.088,0.145,24443.5443
87.4,0.091,0.137,24030.37975
86.9,0.09,0.122,23763.03797
86.7,0.089,0.119,23605.06329
86.9,0.085,0.226,24066.83544
87.2,0.09,0.816,24637.97468
87.4,0.084,2.804,24990.37975
87.5,0.09,6.283,25482.53165
87.7,0.086,12.28,26041.51899
87.8,0.089,22.59,26472.91139
87.2,0.088,26.46,26849.62025
86.9,0.084,31.27,27706.32911
86.6,0.088,34.1,28441.51899
86.3,0.089,34.58,28891.13924
85.9,0.088,36.58,29122.02532
84.7,0.089,37.53,28599.49367
84.1,0.091,39.42,29122.02532
83,0.09,39.09,29134.17722
81.6,0.09,39.92,29899.74684
81.2,0.09,40.57,30507.34177
81.2,0.091,40.4,30932.65823
81,0.091,39.4,31266.83544
79.8,0.088,40.51,31485.56962
79,0.088,40.3,31777.21519
78.5,0.09,39.82,32111.39241
77.3,0.09,39.15,32615.6962
75.6,0.094,38.96,34444.55696
73.5,0.089,37.73,34438.48101
70.1,0.085,37.49,33873.41772
67.75,0.086,37.37,33988.86076
66.24,0.088,36.72,34158.98734
65.44,0.086,36.75,34444.55696
65.01,0.087,37.17,34256.20253
63.81,0.086,37.24,34116.4557
63.77,0.084,36.35,33855.18987
61.6,0.087,36.78,33703.29114
60.2,0.085,37.02,33593.92405
58.43,0.085,38.74,33180.75949
55.89,0.084,42.75,32870.88608
55.46,0.087,45.15,32810.12658
53.72,0.084,38.87,32676.4557
50.78,0.082,43.49,32433.41772
50.65,0.076,45.03,32342.27848
53.26,0.077,46.62,32506.32911
53.72,0.077,47.2,32706.83544
56.59,0.077,45.45,32488.10127
57.36,0.075,44.91,32475.94937
59.17,0.075,50.26,32591.39241
59.07,0.077,66.11,32336.20253
59.6,0.077,96.9,32220.75949
60.4,0.073,141.6,32293.67089
61.2,0.073,199.9,31983.79747
61.8,0.074,254.4,31552.40506
61.47,0.075,281.1,31406.58228
61.17,0.075,260.8,31613.16456
61.04,0.077,249.6,31692.1519
60.67,0.081,227.1,31752.91139
59.83,0.077,195.4,31673.92405
60.33,0.076,165.7,32166.07595
61.83,0.074,138.9,33277.97468
63.5,0.075,109.5,35513.92405
66.23,0.073,89.7,38339.24051
67.87,0.074,67.32,41182.78481
69.54,0.073,32.7,42179.24051
71.1,0.077,11.56,42938.73418
72.3,0.079,7.05,43309.36709
73.2,0.081,3.546,43485.56962
75.6,0.083,1.22,43133.16456
76.7,0.073,0.282,43242.53165
77.4,0.073,0.089,43187.8481
77.6,0.069,0.104,43163.5443
78.1,0.075,0.093,43145.31646
79.8,0.087,0.085,43388.35443
79.2,0.086,0.078,42592.40506
71.8,0.088,0.093,42203.5443
67.63,0.09,0.067,42397.97468
66.7,0.086,0.082,42197.46835
66.66,0.088,0.108,42501.26582
67.73,0.089,0.093,42774.68354
68.2,0.083,0.104,42653.16456
68.83,0.087,0.093,42337.21519
69.16,0.084,0.056,41832.91139
69.5,0.086,0.122,41456.20253
70.5,0.081,0.074,41055.18987
70.8,0.083,0.13,40721.01266
71.3,0.083,0.096,40210.63291
71.1,0.088,0.089,39293.16456
72.2,0.083,0.119,38624.81013
73.9,0.084,0.148,38357.46835
75.5,0.086,0.07,37531.13924
76.3,0.082,0.074,37026.83544
76.3,0.08,0.13,36188.35443
75.7,0.087,0.115,35064.3038
75.9,0.085,0.122,34323.03797
76.1,0.085,0.13,33302.27848
75.9,0.085,0.137,32342.27848
77.6,0.083,0.126,31339.74684
77.9,0.083,0.096,30343.29114
77.7,0.084,0.126,29595.94937
78,0.086,0.141,28708.86076
79.7,0.085,0.119,27663.79747
80.4,0.089,0.096,26715.94937
80.1,0.087,0.141,26205.56962
78.5,0.084,0.134,25622.27848
77.4,0.086,0.074,25130.12658
77.8,0.083,0.148,24540.75949
80.1,0.084,0.108,24121.51899
80.1,0.085,0.115,23811.64557
78.6,0.085,0.111,23398.48101
79.9,0.087,0.145,23021.77215
80.4,0.087,0.126,21745.82278
81.7,0.086,0.115,21253.67089
81.5,0.087,0.111,20937.72152
80.9,0.083,0.115,21435.94937
81.3,0.088,0.126,21994.93671
80.9,0.087,0.13,21757.97468
80,0.081,0.159,21502.78481
80.4,0.086,0.159,21393.41772
81.3,0.084,0.145,21302.27848
81,0.084,0.204,21356.96203
80.7,0.082,0.163,21022.78481
79.2,0.081,0.104,21010.63291
78.1,0.083,0.141,20870.88608
77,0.083,0.148,20889.11392
77.4,0.08,0.152,20876.96203
78.4,0.087,0.122,20846.58228
79.5,0.087,0.152,20737.21519
79.6,0.088,0.108,20834.43038
79.4,0.085,0.111,20949.87342
77.8,0.086,0.111,20943.79747
77.3,0.083,0.148,21144.3038
76.7,0.083,0.137,21247.59494
75.1,0.086,0.141,21442.02532
76,0.083,0.141,21557.46835
78,0.085,0.167,21922.02532
76.7,0.085,0.119,22402.02532
72.5,0.087,0.1,23179.74684
71.9,0.085,0.115,23598.98734
72.9,0.084,0.134,23750.88608
73.4,0.086,0.134,24224.81013
73.7,0.083,0.093,24583.29114
79.3,0.085,0.119,24613.67089
80.6,0.089,0.141,24431.39241
79.9,0.085,0.119,24771.64557
77,0.086,0.1,24328.10127
78.9,0.088,0.111,24419.24051
81.2,0.087,0.152,24103.29114
81.8,0.088,0.163,23817.72152
81.7,0.086,0.26,24121.51899
81.1,0.085,0.86,24558.98734
82.1,0.087,2.752,25312.40506
83.2,0.086,6.446,25725.56962
83.1,0.085,11.54,26053.67089
81.5,0.085,24.26,26223.79747
78.6,0.084,25.83,27153.41772
75.2,0.085,26.97,27572.65823
74.6,0.085,29.01,28064.81013
75.5,0.082,30.93,29000.50633
73.7,0.082,32.3,29194.93671
71.2,0.085,33.84,29474.43038
69.32,0.085,34.92,29589.87342
66.81,0.086,36.09,29766.07595
65.28,0.086,37.37,30416.20253
62.64,0.086,38.78,31218.22785
65.24,0.084,40.38,31552.40506
64.67,0.087,42.41,31904.81013
63.47,0.086,44.35,31989.87342
63.71,0.083,45.19,32293.67089
62.44,0.085,45.14,32494.17722
59.17,0.086,44.21,32773.67089
59,0.086,45.06,32907.34177
60.1,0.084,45.84,32791.89873
61.37,0.084,46.63,32682.53165
62.6,0.085,47.67,33144.3038
61.74,0.084,48.59,33642.53165
59.53,0.085,49.94,33770.12658
57.7,0.085,51.74,33417.72152
57.5,0.082,52.85,33618.22785
57.93,0.084,53.51,33514.93671
59.37,0.082,53.52,33903.79747
59.2,0.083,55.24,33691.13924
59.2,0.082,58.49,33593.92405
57.9,0.082,59.77,33575.6962
57.23,0.086,59.52,33211.13924
57.33,0.081,62.08,33022.78481
57.3,0.085,61.4,33016.70886
56.83,0.086,63.12,32822.27848
55.89,0.085,64.3,32554.93671
56.13,0.082,65.59,32457.72152
55.43,0.085,66.28,32299.74684
54.26,0.087,70.2,32135.6962
53.29,0.088,81.6,32208.60759
53.86,0.089,106.7,31929.11392
53.52,0.088,144.8,31801.51899
52.65,0.089,161.9,32020.25316
52.42,0.086,236,31862.27848
50.78,0.081,208.6,31661.77215
51.38,0.079,195.5,31692.1519
52.25,0.076,245.4,31649.62025
52.32,0.076,220.1,31418.73418
52.22,0.076,208,31740.75949
52.78,0.074,182.3,32117.46835
54.96,0.076,150.3,32463.79747
56.19,0.077,60.8,33612.1519
57.29,0.075,97.1,35775.18987
58.32,0.077,60.16,38813.16456
58.66,0.075,32.23,41140.25316
59.16,0.079,34.37,42580.25316
61.53,0.083,18.68,43248.60759
62.46,0.09,8.61,43333.67089
63.53,0.091,3.356,43661.77215
64.66,0.087,0.905,43831.89873
65.03,0.088,0.189,43716.4557
65.56,0.088,0.152,43643.5443
66.46,0.083,0.126,43704.3038
67.96,0.073,0.145,43710.37975
70.1,0.081,0.108,43819.74684
70.4,0.071,0.096,43236.4557
71.4,0.075,0.07,43072.40506
72.4,0.069,0.082,42829.36709
72.8,0.076,0.108,42914.43038
73.6,0.088,0.119,43048.10127
74.2,0.085,0.093,43187.8481
76.2,0.074,0.137,43102.78481
76.8,0.077,0.1,42890.12658
78.5,0.074,0.119,42586.32911
78.6,0.077,0.104,41924.05063
79.7,0.088,0.108,41577.72152
81.7,0.086,0.119,41134.17722
80.6,0.092,0.13,40253.16456
78.9,0.087,0.13,39366.07595
79.9,0.085,0.108,39110.88608
81.6,0.082,0.089,38321.01266
83.1,0.084,0.134,37974.68354
82.7,0.085,0.119,37269.87342
80.7,0.09,0.13,36583.29114
81.7,0.087,0.126,35969.62025
82.9,0.088,0.134,35179.74684
82.7,0.085,0.122,34177.21519
83.2,0.085,0.167,33271.89873
83.4,0.085,0.141,32427.34177
83.6,0.084,0.145,31394.43038
84.6,0.085,0.145,30422.27848
84.8,0.088,0.156,29571.64557
84.9,0.082,0.145,28623.79747
85.6,0.084,0.119,28149.87342
85.5,0.086,0.178,27578.73418
85.6,0.086,0.115,26873.92405
85.7,0.083,0.159,26102.27848
85.5,0.082,0.134,25707.34177
85.5,0.084,0.13,25045.06329
85.8,0.085,0.126,24370.63291
86.1,0.088,0.193,24078.98734
86.7,0.085,0.126,23653.67089
86.8,0.084,0.126,23544.3038
87,0.088,0.163,23118.98734
86.6,0.085,0.171,23052.1519
86.7,0.083,0.171,22663.29114
87.4,0.083,0.148,22231.89873
87.5,0.081,0.134,21994.93671
87.4,0.083,0.13,21836.96203
87.6,0.086,0.134,21970.63291
87,0.087,0.152,21988.86076
86.8,0.089,0.171,22013.16456
87.1,0.084,0.141,21788.35443
87.2,0.088,0.13,21830.88608
86.9,0.089,0.167,21678.98734
87,0.088,0.156,21867.34177
87.4,0.089,0.215,21727.59494
87.7,0.084,0.252,21496.70886
88.2,0.092,0.152,21472.40506
88.1,0.085,0.174,21302.27848
88.8,0.085,0.137,21241.51899
88.9,0.087,0.152,21478.48101
88.9,0.08,0.156,21545.31646
88.8,0.086,0.152,21606.07595
88.7,0.08,0.134,21745.82278
88.6,0.082,0.171,21946.32911
88.6,0.083,0.152,22268.35443
87.7,0.084,0.134,22815.18987
86.8,0.084,0.111,23580.75949
87.1,0.085,0.148,23659.74684
86.8,0.085,0.178,23708.35443
86.7,0.083,0.174,23872.40506
85.9,0.081,0.148,24188.35443
86.5,0.086,0.152,24236.96203
85.5,0.089,0.152,23848.10127
83.9,0.085,0.189,23854.17722
82.2,0.082,0.122,24054.68354
81.3,0.081,0.119,23902.78481
81.5,0.085,0.115,23331.64557
81.5,0.082,0.134,22687.59494
81.7,0.085,0.23,23088.60759
81.9,0.084,0.708,24115.44304
82.5,0.084,2.908,24686.58228
83.6,0.087,5.259,25306.32911
83.6,0.089,12.03,25841.01266
82.4,0.081,35.81,26327.08861
81.7,0.087,52.65,26995.44304
80.2,0.087,59.62,27372.1519
79,0.087,59.66,28046.58228
78.7,0.081,73.8,28550.88608
78.6,0.084,97,29103.79747
77.4,0.086,115.4,29456.20253
76.1,0.082,110.2,29796.4557
74.5,0.083,116,30483.03797
74,0.089,137.7,31224.3038
73.5,0.089,151.9,31850.12658
73,0.08,146.1,32147.8481
